TRACKINGNUMBER,INSPECTIONDATE,INSPTYPE,NUMCRITICAL,NUMNONCRITICAL,VIOLLUMP,HAZARDRATING
A019360    ,20170406,Routine,0,0,,Low
A019360    ,20160427,Routine,0,0,,Low
A014724    ,20191114,Routine,0,0,,Low
A014724    ,20190621,Routine,0,0,,Low
A014724    ,20181211,Routine,0,0,,Low
A014724    ,20180605,Routine,0,0,,Low
A014724    ,20180109,Routine,0,0,,Low
A014724    ,20170818,Routine,0,0,,Low
A014724    ,20170309,Routine,0,0,,Low
A014724    ,20161014,Routine,0,0,,Low
A014724    ,20160401,Routine,0,0,,Low
GEDS-68T2FB,20190909,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
GEDS-68T2FB,20181101,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
GEDS-68T2FB,20170919,Routine,0,1,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat",Low
GEDS-68T2FB,20161012,Routine,0,0,,Low
NDAA-9R8Q9Z,20190418,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
NDAA-9R8Q9Z,20180427,Routine,0,0,,Low
NDAA-9R8Q9Z,20170714,Routine,0,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
NDAA-9R8Q9Z,20160812,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
GEDS-6HQPVN,20191126,Routine,0,0,,Low
GEDS-6HQPVN,20181122,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-6HQPVN,20170728,Routine,0,0,,Low
GEDS-6HQPVN,20161108,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-6GTQ2V,20191216,Routine,0,0,,Low
GEDS-6GTQ2V,20190716,Routine,0,0,,Low
GEDS-6GTQ2V,20181203,Routine,0,0,,Low
GEDS-6GTQ2V,20180608,Routine,0,0,,Low
GEDS-6GTQ2V,20171214,Routine,0,0,,Low
GEDS-6GTQ2V,20170614,Routine,0,0,,Low
GEDS-6GTQ2V,20170127,Routine,0,0,,Low
GEDS-6GTQ2V,20160915,Routine,0,0,,Low
GEDS-6GTQ2V,20160530,Follow-Up,0,0,,Low
GEDS-6GTQ2V,20160509,Routine,0,0,,Low
GEDS-6GTQ2V,20160405,Routine,0,0,,Low
GEDS-6NLNUT,20190507,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-6NLNUT,20180612,Follow-Up,0,0,,Low
GEDS-6NLNUT,20180605,Routine,3,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",Moderate
GEDS-6NLNUT,20170804,Routine,0,0,,Low
GEDS-6NLNUT,20161003,Routine,0,0,,Low
GEDS-7D4VHM,20191001,Routine,0,0,,Low
GEDS-7D4VHM,20180508,Routine,0,0,,Low
GEDS-7D4VHM,20170404,Routine,0,1,"311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
GEDS-7D4VHM,20160714,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
GEDS-74DUWT,20190426,Routine,0,0,,Low
GEDS-74DUWT,20180508,Routine,0,0,,Low
GEDS-74DUWT,20170511,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-74DUWT,20160524,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-7UTVL8,20190802,Routine,0,0,,Low
GEDS-7UTVL8,20190125,Routine,0,0,,Low
GEDS-7UTVL8,20180726,Routine,0,0,,Low
GEDS-7UTVL8,20180131,Routine,0,0,,Low
GEDS-7UTVL8,20170705,Routine,0,0,,Low
GEDS-7UTVL8,20161011,Routine,0,0,,Low
GEDS-7UTVL8,20160414,Routine,0,0,,Low
GEDS-77ZUHF,20190325,Routine,0,0,,Low
GEDS-77ZUHF,20180817,Routine,0,0,,Low
GEDS-77ZUHF,20171116,Routine,0,0,,Low
GEDS-77ZUHF,20160819,Routine,0,0,,Low
GEDS-7RRUYU,20190521,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-7RRUYU,20180416,Routine,0,0,,Low
GEDS-7RRUYU,20170630,Follow-Up,0,0,,Low
GEDS-7RRUYU,20170411,Follow-Up,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
GEDS-7RRUYU,20170407,Routine,0,2,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
GEDS-7RRUYU,20160413,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-7YSU36,20191209,Routine,0,0,,Low
GEDS-7YSU36,20190208,Routine,0,0,,Low
GEDS-7YSU36,20170419,Routine,0,1,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat",Low
GEDS-7YSU36,20161128,Routine,0,1,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat",Low
GEDS-7W7V3T,20190514,Routine,0,0,,Low
GEDS-7W7V3T,20180515,Routine,0,0,,Low
GEDS-7W7V3T,20170427,Routine,0,0,,Low
GEDS-7W7V3T,20160615,Routine,0,0,,Low
HCAR-AWNVE9,20190614,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
HCAR-AWNVE9,20181016,Routine,0,0,,Low
HCAR-AWNVE9,20180528,Routine,0,0,,Low
NDAA-9P7SJ7,20191008,Routine,0,0,,Low
NDAA-9P7SJ7,20181003,Routine,0,0,,Low
NDAA-9P7SJ7,20180511,Routine,0,0,,Low
NDAA-9P7SJ7,20171205,Routine,0,0,,Low
NDAA-9P7SJ7,20170621,Routine,0,0,,Low
NDAA-9P7SJ7,20160720,Routine,0,0,,Low
HCAR-B6J27A,20191217,Routine,0,0,,Low
HCAR-B6J27A,20190903,Follow-Up,0,0,,Low
HCAR-B6J27A,20190716,Follow-Up,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
HCAR-B6J27A,20190709,Routine,2,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
HCAR-B6J27A,20190109,Routine,0,0,,Low
HCAR-B6J27A,20180918,Routine,0,0,,Low
SHEN-AZMSSS,20200130,Follow-Up,0,0,,Low
SHEN-AZMSSS,20200128,Follow-Up,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SHEN-AZMSSS,20200114,Routine,1,1,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
SHEN-AZMSSS,20190822,Routine,0,0,,Low
SHEN-AZMSSS,20180913,Routine,0,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat",Low
HCAR-BD9T8J,20200204,Routine,0,0,,Low
HCAR-BD9T8J,20191106,Routine,0,0,,Low
HCAR-BD9T8J,20190722,Routine,0,0,,Low
HCAR-BGLL69,20200210,Routine,0,0,,Low
HCAR-BGLL69,20191011,Routine,0,0,,Low
HCAR-BJ6UQJ,20200114,Routine,2,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
HCAR-BJ6UQJ,20191115,Follow-Up,0,0,,Low
HCAR-BJ6UQJ,20191105,Follow-Up,0,0,,Low
HCAR-BJASBB,20191223,Routine,0,0,,Low
HCAR-BJASBB,20191118,Follow-Up,0,0,,Low
GEDS-6M4MKD,20200206,Follow-Up,0,0,,Low
GEDS-6M4MKD,20200120,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
GEDS-6M4MKD,20190926,Follow-Up,0,0,,Low
GEDS-6M4MKD,20190926,Routine,1,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
GEDS-6M4MKD,20190129,Follow-Up,0,0,,Low
GEDS-6M4MKD,20190125,Follow-Up,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-6M4MKD,20181211,Routine,1,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat",Low
GEDS-6M4MKD,20180621,Follow-Up,0,0,,Low
GEDS-6M4MKD,20180611,Follow-Up,0,1,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
GEDS-6M4MKD,20180604,Routine,1,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat",Low
GEDS-6M4MKD,20171208,Follow-Up,0,0,,Low
GEDS-6M4MKD,20171207,Follow-Up,0,0,,Low
GEDS-6M4MKD,20171130,Follow-Up,0,0,,Low
GEDS-6M4MKD,20171121,Routine,1,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat",Low
GEDS-6M4MKD,20170602,Follow-Up,0,0,,Low
GEDS-6M4MKD,20170601,Follow-Up,0,0,,Low
GEDS-6M4MKD,20170531,Routine,2,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Moderate
GEDS-6M4MKD,20161221,Follow-Up,0,0,,Low
GEDS-6M4MKD,20161219,Routine,2,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
GEDS-6M4MKD,20160812,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
HCAR-BANTEG,20200212,Routine,0,0,,Low
HCAR-BANTEG,20191001,Routine,0,0,,Low
HCAR-BANTEG,20190430,Routine,0,0,,Low
GEDS-6HKMMM,20191007,Routine,0,0,,Low
GEDS-6HKMMM,20190408,Routine,0,0,,Low
GEDS-6HKMMM,20181001,Routine,0,0,,Low
GEDS-6HKMMM,20180405,Routine,1,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
GEDS-6HKMMM,20170828,Routine,0,0,,Low
GEDS-6HKMMM,20170404,Routine,1,2,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
GEDS-6HKMMM,20161118,Routine,0,2,"210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
GEDS-6HKMMM,20160913,Follow-Up,0,0,,Low
GEDS-6HKMMM,20160606,Routine,1,3,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Low
GEDS-7E5PUV,20191217,Routine,0,0,,Low
GEDS-7E5PUV,20190517,Routine,0,0,,Low
GEDS-7E5PUV,20181108,Follow-Up,0,0,,Low
GEDS-7E5PUV,20181031,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
GEDS-7E5PUV,20180417,Routine,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
GEDS-7E5PUV,20171024,Routine,0,0,,Low
GEDS-7E5PUV,20170421,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
GEDS-7E5PUV,20161104,Routine,0,0,,Low
GEDS-7E5PUV,20160509,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A017403    ,20190506,Follow-Up,0,0,,Low
A017403    ,20190430,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A017403    ,20180515,Routine,0,0,,Low
A017403    ,20170407,Follow-Up,0,0,,Low
A017403    ,20170403,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Moderate
A017403    ,20160411,Routine,1,1,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A016854    ,20200116,Follow-Up,0,0,,Low
A016854    ,20200113,Routine,3,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
A016854    ,20190909,Follow-Up,0,0,,Low
A016854    ,20190821,Routine,0,1,"502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
A016854    ,20190108,Routine,0,2,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
A016854    ,20180820,Routine,0,0,,Low
A016854    ,20180131,Routine,0,0,,Low
A016854    ,20171023,Routine,0,0,,Low
A016854    ,20161207,Routine,0,0,,Low
A016854    ,20160530,Routine,2,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
HCAR-B9MRTP,20191024,Routine,2,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
HCAR-B9MRTP,20190523,Routine,2,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat",Moderate
HCAR-B9MRTP,20190130,Routine,0,0,,Low
A017303    ,20200309,Routine,0,0,,Low
A017303    ,20190918,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
A017303    ,20190306,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
A017303    ,20180821,Routine,1,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
A017303    ,20180108,Routine,0,0,,Low
A017303    ,20170613,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
A017303    ,20170112,Routine,2,0,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A017303    ,20160909,Routine,0,0,,Low
A017427    ,20190820,Routine,0,0,,Low
A017427    ,20181031,Routine,0,1,"501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat",Low
A017427    ,20180307,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
A017427    ,20161214,Routine,0,0,,Low
GEDS-6ZXNY3,20191004,Follow-Up,0,0,,Low
GEDS-6ZXNY3,20190923,Routine,1,2,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
GEDS-6ZXNY3,20190423,Routine,1,2,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
GEDS-6ZXNY3,20181116,Routine,0,0,,Low
GEDS-6ZXNY3,20180517,Follow-Up,0,0,,Low
GEDS-6ZXNY3,20180509,Routine,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
GEDS-6ZXNY3,20171026,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
GEDS-6ZXNY3,20170605,Follow-Up,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
GEDS-6ZXNY3,20170523,Routine,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
GEDS-6ZXNY3,20161101,Follow-Up,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
GEDS-6ZXNY3,20161027,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
GEDS-6ZXNY3,20160421,Follow-Up,0,0,,Low
GEDS-6ZXNY3,20160420,Routine,3,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",High
A018782    ,20200103,Routine,0,0,,Low
A018782    ,20190905,Routine,0,1,"211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 °C. [s. 14(3)],Not Repeat",Low
A018782    ,20190325,Follow-Up,0,0,,Low
A018782    ,20190111,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
A018782    ,20180720,Routine,0,0,,Low
A018782    ,20180226,Routine,0,0,,Low
A018782    ,20170801,Follow-Up,0,0,,Low
A018782    ,20170501,Routine,0,1,"502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
A018782    ,20161125,Routine,0,0,,Low
A018782    ,20160708,Routine,0,0,,Low
A017856    ,20190501,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
A017856    ,20180530,Routine,0,0,,Low
A017856    ,20170502,Follow-Up,0,0,,Low
A017856    ,20170428,Routine,2,4,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Moderate
A017856    ,20160505,Follow-Up,0,0,,Low
A017856    ,20160504,Routine,2,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
GEDS-6MFQTB,20191024,Routine,0,0,,Low
GEDS-6MFQTB,20190508,Routine,0,0,,Low
GEDS-6MFQTB,20181122,Routine,0,0,,Low
GEDS-6MFQTB,20180425,Routine,0,0,,Low
GEDS-6MFQTB,20170921,Routine,0,0,,Low
GEDS-6MFQTB,20170411,Routine,0,0,,Low
GEDS-6MFQTB,20161005,Routine,0,0,,Low
GEDS-6MFQTB,20160412,Routine,0,0,,Low
GEDS-66CQRA,20191205,Routine,0,0,,Low
GEDS-66CQRA,20190605,Routine,0,0,,Low
GEDS-66CQRA,20181129,Routine,0,0,,Low
GEDS-66CQRA,20180615,Routine,0,0,,Low
GEDS-66CQRA,20171127,Routine,0,0,,Low
GEDS-66CQRA,20170530,Routine,0,0,,Low
GEDS-66CQRA,20161031,Routine,0,0,,Low
GEDS-66CQRA,20160428,Routine,0,0,,Low
NDAA-9C4RHK,20200106,Routine,0,0,,Low
NDAA-9C4RHK,20190829,Routine,0,0,,Low
NDAA-9C4RHK,20190307,Routine,0,0,,Low
NDAA-9C4RHK,20190212,Routine,0,0,,Low
NDAA-9C4RHK,20180802,Routine,0,0,,Low
NDAA-9C4RHK,20180205,Routine,0,0,,Low
NDAA-9C4RHK,20170616,Routine,0,0,,Low
NDAA-9C4RHK,20170111,Routine,0,0,,Low
NDAA-9C4RHK,20160715,Follow-Up,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
NDAA-9C4RHK,20160708,Routine,1,2,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|502,Not Critical,In operator’s absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
GEDS-672V2W,20191007,Routine,0,0,,Low
GEDS-672V2W,20190416,Routine,0,0,,Low
GEDS-672V2W,20181018,Routine,0,0,,Low
GEDS-672V2W,20180508,Routine,0,0,,Low
GEDS-672V2W,20171101,Routine,0,0,,Low
GEDS-672V2W,20170501,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-672V2W,20161216,Follow-Up,0,0,,Low
GEDS-672V2W,20161213,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
GEDS-672V2W,20160621,Routine,0,0,,Low
RORS-64MN7M,20191030,Routine,0,2,"101,Not Critical,Plans/construction/alterations not in accordance with the Regulation [s. 3; s. 4],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
RORS-64MN7M,20190412,Routine,0,1,"309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
RORS-64MN7M,20181003,Routine,0,0,,Low
RORS-64MN7M,20180416,Routine,0,0,,Low
RORS-64MN7M,20171027,Routine,0,0,,Low
RORS-64MN7M,20170512,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
RORS-64MN7M,20161205,Routine,0,0,,Low
RORS-64MN7M,20160603,Routine,0,0,,Low
GEDS-7E5SWY,20190723,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-7E5SWY,20190131,Routine,0,0,,Low
GEDS-7E5SWY,20180511,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
GEDS-7E5SWY,20180205,Routine,0,0,,Low
GEDS-7E5SWY,20170817,Routine,0,0,,Low
GEDS-7E5SWY,20161103,Routine,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
GEDS-7E5SWY,20160819,Routine,3,0,"201,Critical,Food contaminated or unfit for human consumption [s. 13],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",Low
GEDS-673PBP,20200114,Routine,0,1,"210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat",Low
GEDS-673PBP,20190829,Routine,1,0,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat",Low
